patient_id,split
P33144,train
P33145,train
P33146,validation
P33147,train
P33148,train
P33149,train
P33150,train
P33151,train
P33152,train
P33153,train
P33154,train
P33155,train
P33156,train
P33157,train
P33158,train
P33159,train
P33160,train
P33161,train
P33162,train
P33163,train
P33164,train
P33165,test
P33166,train
P33167,train
P33168,train
P33169,train
P33170,train
P33171,train
P33172,test
P33173,train
P33174,train
P33175,train
P33176,train
P33177,train
P33178,train
P33179,train
P33180,train
P33181,train
P33182,train
P33183,train
P33184,train
P33185,train
P33186,test
P33187,train
P33188,train
P33189,test
P33190,test
P33191,test
P33192,train
P33193,train
P33194,test
P33195,test
P33196,train
P33197,train
P33198,test
P33199,train
P33200,train
P33201,train
P33202,train
P33203,train
P33204,train
P33205,train
P33206,validation
P33207,train
P33208,test
P33209,train
P33210,test
P33211,train
P33212,train
P33213,train
P33214,train
P33215,train
P33216,train
P33217,train
P33218,train
P33219,train
P33220,train
P33221,validation
P33222,train
P33223,validation
P33224,train
P33225,test
P33226,train
P33227,train
P33228,train
P33229,train
P33230,train
P33231,test
P33232,validation
P33233,train
P33234,train
P33235,validation
P33236,train
P33237,train
P33238,train
P33239,validation
P33240,train
P33241,train
P33242,train
P33243,train
P33244,train
P33245,train
P33246,train
P33247,test
P33248,test
P33249,test
P33250,train
P33251,train
P33252,train
P33253,train
P33254,train
P33255,train
P33256,train
P33257,train
P33258,train
P33259,train
P33260,train
P33261,train
P33262,train
P33263,train
P33264,test
P33265,train
P33266,train
P33267,validation
P33268,train
P33269,train
P33270,train
P33271,train
P33272,train
P33273,train
P33274,train
P33275,train
P33276,train
P33277,train
P33278,train
P33279,train
P33280,train
P33281,train
P33282,train
P33283,train
P33284,train
P33285,train
P33286,validation
P33287,train
P33288,test
P33289,train
P33290,train
P33291,train
P33292,train
P33293,train
P33294,train
P33295,train
P33296,train
P33297,train
P33298,train
P33299,train
P33300,validation
P33301,train
P33302,train
P33303,train
P33304,test
P33305,test
P33306,validation
P33307,train
P33308,train
P33309,test
P33310,test
P33311,train
P33312,train
P33313,train
P33314,train
P33315,validation
P33316,test
P33317,train
P33318,train
P33319,train
P33320,train
P33321,train
P33322,train
P33323,train
P33324,test
P33325,train
P33326,train
P33327,train
P33328,train
P33329,train
P33330,train
P33331,train
P33332,train
P33333,train
P33334,train
P33335,test
P33336,train
P33337,test
P33338,train
P33339,train
P33340,train
P33341,train
P33342,test
P33343,train
P33344,train
P33345,validation
P33346,train
P33347,train
P33348,train
P33349,train
P33350,train
P33351,validation
P33352,train
P33353,train
P33354,train
P33355,train
P33356,train
P33357,train
P33358,validation
P33359,train
P33360,validation
P33361,train
P33362,train
P33363,train
P33364,train
P33365,train
P33366,train
P33367,train
P33368,validation
P33369,test
P33370,train
P33371,train
P33372,validation
P33373,train
P33374,train
P33375,test
P33376,train
P33377,train
P33378,train
P33379,test
P33380,train
P33381,train
P33382,test
P33383,train
P33384,train
P33385,validation
P33386,validation
P33387,train
P33388,train
P33389,train
P33390,train
P33391,train
P33392,train
P33393,train
P33394,train
P33395,validation
P33396,train
P33397,test
P33398,train
P33399,train
P33400,train
P33401,test
P33402,train
P33403,train
P33404,train
P33405,train
P33406,train
P33407,train
P33408,train
P33409,train
P33410,train
P33411,test
P33412,train
P33413,train
P33414,train
P33415,validation
P33416,train
P33417,train
P33418,train
P33419,train
P33420,train
P33421,train
P33422,train
P33423,train
P33424,train
P33425,validation
P33426,train
P33427,train
P33428,test
P33429,train
P33430,train
P33431,train
P33432,train
P33433,test
P33434,train
P33435,train
P33436,test
P33437,train
P33438,train
P33439,train
P33440,train
P33441,train
P33442,train
P33443,train
P33444,train
P33445,train
P33446,validation
P33447,train
P33448,train
P33449,train
P33450,train
P33451,test
P33452,train
P33453,train
P33454,test
P33455,train
P33456,train
P33457,validation
P33458,train
P33459,train
P33460,train
P33461,train
P33462,train
P33463,validation
P33464,validation
P33465,train
P33466,test
P33467,validation
P33468,train
P33469,train
P33470,train
P33471,train
P33472,train
P33473,train
P33474,train
P33475,train
P33476,train
P33477,train
P33478,train
P33479,train
P33480,test
P33481,train
P33482,train
P33483,train
P33484,train
P33485,train
P33486,train
P33487,train
P33488,train
P33489,test
P33490,train
P33491,train
P33492,validation
P33493,validation
P33494,train
P33495,train
P33496,train
P33497,train
P33498,test
P33499,train
P33500,train
P33501,train
P33502,train
P33503,train
P33504,train
P33505,train
P33506,train
P33507,train
P33508,train
P33509,train
P33510,train
P33511,train
P33512,train
P33513,train
P33514,train
P33515,train
P33516,train
P33517,train
P33518,train
P33519,train
P33520,test
P33521,train
P33522,train
P33523,validation
P33524,validation
P33525,train
P33526,train
P33527,train
P33528,train
P33529,test
P33530,train
P33531,train
P33532,train
P33533,train
P33534,validation
P33535,train
P33536,train
P33537,train
P33538,train
P33539,validation
P33540,train
P33541,train
P33542,train
P33543,train
P33544,validation
P33545,train
P33546,test
P33547,train
P33548,train
P33549,validation
P33550,train
P33551,train
P33552,train
P33553,train
P33554,train
P33555,train
P33556,test
P33557,train
P33558,test
P33559,train
P33560,train
P33561,validation
P33562,train
P33563,train
P33564,train
P33565,train
P33566,test
P33567,train
P33568,train
P33569,train
P33570,train
P33571,train
P33572,train
P33573,train
P33574,train
P33575,train
P33576,validation
P33577,test
P33578,train
P33579,test
P33580,train
P33581,train
P33582,train
P33583,train
P33584,train
P33585,validation
P33586,train
P33587,train
P33588,train
P33589,test
P33590,train
P33591,train
P33592,train
P33593,train
P33594,train
P33595,train
P33596,train
P33597,validation
P33598,train
P33599,train
P33600,train
P33601,test
P33602,train
P33603,validation
P33604,train
P33605,train
P33606,train
P33607,train
P33608,train
P33609,validation
P33610,train
P33611,train
P33612,train
P33613,validation
P33614,train
P33615,train
P33616,validation
P33617,train
P33618,train
P33619,train
P33620,train
P33621,test
P33622,train
P33623,train
P33624,train
P33625,validation
P33626,validation
P33627,train
P33628,validation
P33629,train
P33630,test
P33631,train
P33632,train
P33633,train
P33634,train
P33635,validation
P33636,train
P33637,train
P33638,train
P33639,train
P33640,validation
P33641,train
P33642,train
P33643,train
P33644,train
P33645,train
P33646,train
P33647,train
P33648,train
P33649,train
P33650,train
P33651,train
P33652,train
P33653,train
P33654,train
P33655,validation
P33656,train
P33657,train
P33658,train
P33659,train
P33660,train
P33661,train
P33662,train
P33663,train
P33664,train
P33665,train
P33666,train
P33667,train
P33668,train
P33669,train
P33670,train
P33671,train
P33672,validation
P33673,train
P33674,test
P33675,train
P33676,train
P33677,train
P33678,train
P33679,train
P33680,test
P33681,train
P33682,validation
P33683,train
P33684,validation
P33685,train
P33686,train
P33687,validation
P33688,validation
P33689,validation
P33690,train
P33691,train
P33692,validation
P33693,train
P33694,train
P33695,train
P33696,train
P33697,test
P33698,train
P33699,train
P33700,train
P33701,train
P33702,test
P33703,train
P33704,test
P33705,train
P33706,test
P33707,train
P33708,train
P33709,validation
P33710,validation
P33711,train
P33712,train
P33713,train
P33714,train
P33715,train
P33716,train
P33717,train
P33718,train
P33719,train
P33720,train
P33721,train
P33722,train
P33723,train
P33724,train
P33725,train
P33726,train
P33727,train
P33728,train
P33729,test
P33730,test
P33731,train
P33732,train
P33733,train
P33734,train
P33735,train
P33736,test
P33737,train
P33738,train
P33739,train
P33740,train
P33741,train
P33742,validation
P33743,train
P33744,train
P33745,train
P33746,train
P33747,train
P33748,train
P33749,train
P33750,test
P33751,train
P33752,train
P33753,validation
P33754,train
P33755,train
P33756,train
P33757,validation
P33758,train
P33759,train
P33760,train
P33761,train
P33762,train
P33763,train
P33764,validation
P33765,validation
P33766,test
P33767,validation
P33768,train
P33769,train
P33770,test
P33771,train
P33772,train
P33773,train
P33774,train
P33775,validation
P33776,train
P33777,train
P33778,train
P33779,train
P33780,train
P33781,test
P33782,test
P33783,train
P33784,train
P33785,validation
P33786,train
P33787,validation
P33788,train
P33789,train
P33790,train
P33791,train
P33792,train
P33793,train
P33794,train
P33795,train
P33796,train
P33797,train
P33798,train
P33799,train
P33800,train
P33801,train
P33802,train
P33803,train
P33804,test
P33805,test
P33806,train
P33807,train
P33808,train
P33809,test
P33810,test
P33811,test
P33812,train
P33813,validation
P33814,train
P33815,train
P33816,validation
P33817,train
P33818,validation
P33819,test
P33820,train
P33821,validation
P33822,validation
P33823,train
P33824,train
P33825,train
P33826,train
P33827,train
P33828,train
P33829,train
P33830,train
P33831,train
P33832,test
P33833,train
P33834,train
P33835,train
P33836,train
P33837,train
P33838,train
P33839,train
P33840,train
P33841,train
P33842,validation
P33843,train
P33844,test
P33845,train
P33846,train
P33847,validation
P33848,train
P33849,train
P33850,train
P33851,train
P33852,validation
P33853,train
P33854,validation
P33855,train
P33856,test
P33857,train
P33858,train
P33859,test
P33860,validation
P33861,validation
P33862,test
P33863,train
P33864,validation
P33865,train
P33866,validation
P33867,train
P33868,train
P33869,train
P33870,train
P33871,train
P33872,test
P33873,validation
P33874,train
P33875,train
P33876,train
P33877,train
P33878,train
P33879,train
P33880,train
P33881,test
P33882,train
P33883,validation
P33884,train
P33885,test
P33886,train
P33887,validation
P33888,train
P33889,train
P33890,train
P33891,train
P33892,train
P33893,train
P33894,train
P33895,train
P33896,train
P33897,test
P33898,train
P33899,train
P33900,train
P33901,train
P33902,train
P33903,train
P33904,train
P33905,train
P33906,train
P33907,train
P33908,train
P33909,test
P33910,train
P33911,test
P33912,train
P33913,validation
P33914,train
P33915,train
P33916,train
P33917,train
P33918,train
P33919,train
P33920,train
P33921,train
P33922,train
P33923,train
P33924,train
P33925,validation
P33926,validation
P33927,validation
P33928,train
P33929,train
P33930,train
P33931,train
P33932,test
P33933,validation
P33934,train
P33935,train
P33936,train
P33937,validation
P33938,train
P33939,test
P33940,train
P33941,train
P33942,train
P33943,train
P33944,test
P33945,train
P33946,train
P33947,train
P33948,train
P33949,train
P33950,train
P33951,train
P33952,train
P33953,train
P33954,train
P33955,train
P33956,validation
P33957,test
P33958,train
P33959,validation
P33960,train
P33961,train
P33962,train
P33963,test
P33964,validation
P33965,train
P33966,train
P33967,train
P33968,train
P33969,train
P33970,train
P33971,train
P33972,train
P33973,test
P33974,test
P33975,train
P33976,train
P33977,train
P33978,train
P33979,test
P33980,train
P33981,train
P33982,validation
P33983,train
P33984,train
P33985,test
P33986,validation
P33987,train
P33988,validation
P33989,train
P33990,train
P33991,train
P33992,train
P33993,train
P33994,train
P33995,train
P33996,train
P33997,train
P33998,train
P33999,train
P34000,train
P34001,train
P34002,train
P34003,train
P34004,train
P34005,validation
P34006,train
P34007,train
P34008,train
P34009,train
P34010,train
P34011,train
P34012,train
P34013,train
P34014,train
P34015,train
P34016,validation
P34017,train
P34018,train
P34019,train
P34020,train
P34021,train
P34022,train
P34023,train
P34024,train
P34025,train
P34026,train
P34027,train
P34028,train
P34029,train
P34030,train
P34031,train
P34032,train
P34033,train
P34034,validation
P34035,train
P34036,train
P34037,train
P34038,train
P34039,train
P34040,train
P34041,train
P34042,train
P34043,train
P34044,train
P34045,train
P34046,train
P34047,validation
P34048,train
P34049,test
P34050,train
P34051,train
P34052,train
P34053,train
P34054,validation
P34055,train
P34056,train
P34057,train
P34058,train
P34059,train
P34060,train
P34061,train
P34062,test
P34063,train
P34064,test
P34065,train
P34066,train
P34067,train
P34068,train
P34069,train
P34070,train
P34071,train
P34072,validation
P34073,train
P34074,train
P34075,test
P34076,train
P34077,train
P34078,train
P34079,train
P34080,train
P34081,train
P34082,train
P34083,train
P34084,train
P34085,train
P34086,train
P34087,train
P34088,validation
P34089,test
P34090,train
P34091,train
P34092,train
P34093,train
P34094,train
P34095,train
P34096,train
P34097,train
P34098,train
P34099,train
P34100,train
P34101,train
P34102,train
P34103,validation
P34104,test
P34105,train
P34106,train
P34107,train
P34108,train
P34109,train
P34110,train
P34111,train
P34112,train
P34113,train
P34114,train
P34115,train
P34116,train
P34117,train
P34118,test
P34119,test
P34120,train
P34121,train
P34122,validation
P34123,train
P34124,train
P34125,train
P34126,train
P34127,train
P34128,train
P34129,train
P34130,train
P34131,train
P34132,train
P34133,train
P34134,train
P34135,train
P34136,train
P34137,validation
P34138,train
P34139,test
P34140,validation
P34141,train
P34142,test
P34143,validation
P34144,train
P34145,train
P34146,train
P34147,validation
P34148,train
P34149,test
P34150,train
P34151,train
P34152,train
P34153,train
P34154,train
P34155,train
P34156,train
P34157,train
P34158,train
P34159,train
P34160,train
P34161,train
P34162,train
P34163,train
P34164,train
P34165,validation
P34166,train
P34167,train
P34168,validation
P34169,train
P34170,train
P34171,train
P34172,train
P34173,test
P34174,validation
P34175,train
P34176,train
P34177,test
P34178,train
P34179,train
P34180,train
P34181,train
P34182,train
P34183,train
P34184,validation
P34185,validation
P34186,train
P34187,test
P34188,train
P34189,train
P34190,train
P34191,train
P34192,train
P34193,train
P34194,train
P34195,train
P34196,train
P34197,train
P34198,train
P34199,train
P34200,train
P34201,train
P34202,train
P34203,test
P34204,test
P34205,train
P34206,train
P34207,train
P34208,train
P34209,validation
P34210,train
P34211,test
P34212,train
P34213,train
P34214,train
P34215,train
P34216,validation
P34217,train
P34218,train
P34219,train
P34220,train
P34221,train
P34222,train
P34223,train
P34224,train
P34225,train
P34226,train
P34227,train
P34228,train
P34229,train
P34230,train
P34231,train
P34232,train
P34233,train
P34234,validation
P34235,train
P34236,test
P34237,validation
P34238,train
P34239,train
P34240,train
P34241,train
P34242,train
P34243,train
P34244,train
P34245,validation
P34246,train
P34247,train
P34248,train
P34249,train
P34250,train
P34251,train
P34252,test
P34253,train
P34254,train
P34255,test
P34256,train
P34257,train
P34258,train
P34259,train
P34260,validation
P34261,train
P34262,train
P34263,train
P34264,train
P34265,train
P34266,train
P34267,train
P34268,train
P34269,train
P34270,train
P34271,train
P34272,validation
P34273,train
P34274,train
P34275,train
P34276,train
P34277,train
P34278,train
P34279,train
P34280,test
P34281,train
P34282,train
P34283,train
P34284,test
P34285,train
P34286,train
P34287,train
P34288,train
P34289,train
P34290,train
P34291,validation
P34292,train
P34293,train
P34294,train
P34295,train
P34296,train
P34297,train
P34298,train
P34299,test
P34300,train
P34301,train
P34302,train
P34303,train
P34304,train
P34305,test
P34306,train
P34307,train
P34308,train
P34309,train
P34310,train
P34311,train
P34312,test
P34313,train
P34314,train
P34315,train
P34316,train
P34317,train
P34318,validation
P34319,train
P34320,train
P34321,train
P34322,train
P34323,test
P34324,train
P34325,train
P34326,test
P34327,validation
P34328,validation
P34329,test
P34330,train
P34331,train
P34332,train
P34333,validation
P34334,train
P34335,train
P34336,train
P34337,train
P34338,train
P34339,train
P34340,train
P34341,train
P34342,train
P34343,train
P34344,train
P34345,train
P34346,train
P34347,train
P34348,train
P34349,train
P34350,train
P34351,test
P34352,train
P34353,train
P34354,train
P34355,train
P34356,train
P34357,validation
P34358,test
P34359,train
P34360,train
P34361,train
P34362,validation
P34363,train
P34364,train
P34365,train
P34366,test
P34367,train
P34368,train
P34369,train
P34370,train
P34371,train
P34372,test
P34373,train
P34374,train
P34375,train
P34376,train
P34377,validation
P34378,train
P34379,train
P34380,train
P34381,train
P34382,train
P34383,test
P34384,test
P34385,train
P34386,train
P34387,train
P34388,train
P34389,test
P34390,train
P34391,test
P34392,train
P34393,train
P34394,train
P34395,train
P34396,train
P34397,train
P34398,train
P34399,validation
P34400,train
P34401,train
P34402,train
P34403,test
P34404,validation
P34405,validation
P34406,train
P34407,train
P34408,test
P34409,train
P34410,train
P34411,train
P34412,train
P34413,test
P34414,train
P34415,train
P34416,train
P34417,train
P34418,validation
P34419,train
P34420,test
P34421,train
P34422,train
P34423,train
P34424,train
P34425,train
P34426,train
P34427,train
P34428,validation
P34429,train
P34430,train
P34431,test
P34432,train
P34433,train
P34434,test
P34435,train
P34436,train
P34437,train
P34438,test
P34439,train
P34440,validation
P34441,validation
P34442,test
P34443,train
P34444,train
P34445,test
P34446,validation
P34447,train
P34448,test
P34449,train
P34450,train
P34451,train
P34452,validation
P34453,train
P34454,train
P34455,train
P34456,train
P34457,train
P34458,train
P34459,train
P34460,train
P34461,train
P34462,train
P34463,train
P34464,test
P34465,train
P34466,train
P34467,train
P34468,train
P34469,train
P34470,train
P34471,train
P34472,test
P34473,train
P34474,test
P34475,train
P34476,test
P34477,validation
P34478,train
P34479,train
P34480,validation
P34481,test
P34482,train
P34483,train
P34484,train
P34485,train
P34486,train
P34487,train
P34488,train
P34489,train
P34490,train
P34491,train
P34492,train
P34493,train
P34494,train
P34495,train
P34496,train
P34497,train
P34498,train
P34499,train
P34500,train
P34501,train
P34502,test
P34503,train
P34504,validation
P34505,train
P34506,train
P34507,train
P34508,train
P34509,test
P34510,train
P34511,train
P34512,train
P34513,train
P34514,train
P34515,train
P34516,train
P34517,train
P34518,validation
P34519,train
P34520,train
P34521,train
P34522,test
P34523,train
P34524,train
P34525,train
P34526,validation
P34527,train
P34528,train
P34529,train
P34530,train
P34531,test
P34532,train
P34533,test
P34534,train
P34535,train
P34536,train
P34537,train
P34538,train
P34539,validation
P34540,train
P34541,train
P34542,train
P34543,train
P34544,train
P34545,train
P34546,train
P34547,train
P34548,train
P34549,train
P34550,test
P34551,train
P34552,train
P34553,train
P34554,test
P34555,train
P34556,validation
P34557,train
P34558,train
P34559,train
P34560,train
P34561,test
P34562,train
P34563,train
P34564,train
P34565,train
P34566,train
P34567,train
P34568,train
P34569,validation
P34570,train
P34571,train
P34572,train
P34573,train
P34574,validation
P34575,train
P34576,train
P34577,test
P34578,train
P34579,train
P34580,train
P34581,train
P34582,train
P34583,validation
P34584,train
P34585,train
P34586,validation
P34587,train
P34588,train
P34589,train
P34590,train
P34591,train
P34592,train
P34593,train
P34594,train
P34595,validation
P34596,train
P34597,train
P34598,train
P34599,train
P34600,train
P34601,train
P34602,train
P34603,validation
P34604,train
P34605,train
P34606,train
P34607,train
P34608,train
P34609,train
P34610,train
P34611,validation
P34612,train
P34613,train
P34614,train
P34615,validation
P34616,train
P34617,test
P34618,train
P34619,train
P34620,train
P34621,train
P34622,train
P34623,train
P34624,train
P34625,train
P34626,train
P34627,train
P34628,train
P34629,train
P34630,train
P34631,train
P34632,train
P34633,train
P34634,test
P34635,train
P34636,train
P34637,train
P34638,train
P34639,train
P34640,test
P34641,train
P34642,train
P34643,train
P34644,validation
P34645,test
P34646,train
P34647,validation
P34648,train
P34649,train
P34650,train
P34651,train
P34652,train
P34653,train
P34654,train
P34655,train
P34656,train
P34657,train
P34658,train
P34659,train
P34660,train
P34661,train
P34662,train
P34663,train
P34664,train
P34665,validation
P34666,train
P34667,train
P34668,train
P34669,train
P34670,train
P34671,train
P34672,train
P34673,train
P34674,test
P34675,test
P34676,train
P34677,train
P34678,train
P34679,test
P34680,train
P34681,train
P34682,train
P34683,train
P34684,train
P34685,train
P34686,train
P34687,train
P34688,train
P34689,train
P34690,validation
P34691,train
P34692,validation
P34693,train
P34694,train
P34695,train
P34696,validation
P34697,validation
P34698,train
P34699,train
P34700,train
P34701,train
P34702,train
P34703,train
P34704,test
P34705,train
P34706,train
P34707,train
P34708,train
P34709,train
P34710,validation
P34711,test
P34712,train
P34713,train
P34714,train
P34715,train
P34716,train
P34717,train
P34718,train
P34719,train
P34720,train
P34721,train
P34722,train
P34723,train
P34724,train
P34725,train
P34726,train
P34727,train
P34728,validation
P34729,train
P34730,train
P34731,train
P34732,train
P34733,train
P34734,train
P34735,train
P34736,train
P34737,test
P34738,test
P34739,train
P34740,train
P34741,train
P34742,train
P34743,train
P34744,test
P34745,train
P34746,train
P34747,train
P34748,train
P34749,train
P34750,train
P34751,train
P34752,train
P34753,train
P34754,train
P34755,validation
P34756,train
P34757,train
P34758,train
P34759,train
P34760,train
P34761,train
P34762,train
P34763,validation
P34764,train
P34765,train
P34766,train
P34767,train
P34768,train
P34769,validation
P34770,test
P34771,test
P34772,train
P34773,validation
P34774,train
P34775,train
P34776,train
P34777,validation
P34778,validation
P34779,train
P34780,train
P34781,train
P34782,train
P34783,test
P34784,train
P34785,train
P34786,test
P34787,train
P34788,train
P34789,train
P34790,train
P34791,train
P34792,train
P34793,test
P34794,train
P34795,train
P34796,test
P34797,train
P34798,validation
P34799,train
P34800,train
P34801,train
P34802,train
P34803,train
P34804,train
P34805,train
P34806,train
P34807,train
P34808,train
P34809,test
P34810,train
P34811,train
P34812,train
P34813,train
P34814,train
P34815,train
P34816,train
P34817,train
P34818,train
P34819,train
P34820,train
P34821,train
P34822,train
P34823,train
P34824,test
P34825,train
P34826,validation
P34827,validation
P34828,train
P34829,train
P34830,train
P34831,train
P34832,train
P34833,train
P34834,train
P34835,train
P34836,train
P34837,train
P34838,train
P34839,train
P34840,train
P34841,train
P34842,train
P34843,train
P34844,train
P34845,train
P34846,train
P34847,validation
P34848,train
P34849,train
P34850,train
P34851,train
P34852,train
P34853,train
P34854,train
P34855,train
P34856,train
P34857,train
P34858,train
P34859,validation
P34860,train
P34861,train
P34862,train
P34863,train
P34864,train
P34865,validation
P34866,test
P34867,train
P34868,train
P34869,train
P34870,train
P34871,train
P34872,test
P34873,train
P34874,train
P34875,train
P34876,train
P34877,train
P34878,train
P34879,train
P34880,train
P34881,test
P34882,train
P34883,train
P34884,train
P34885,train
P34886,train
P34887,train
P34888,train
P34889,train
P34890,test
P34891,test
P34892,train
P34893,train
P34894,train
P34895,train
P34896,train
P34897,train
P34898,train
P34899,train
P34900,train
P34901,train
P34902,train
P34903,train
P34904,train
P34905,test
P34906,train
P34907,train
P34908,test
P34909,train
P34910,test
P34911,train
P34912,validation
P34913,validation
P34914,train
P34915,train
P34916,validation
P34917,train
P34918,train
P34919,train
P34920,validation
P34921,validation
P34922,train
P34923,test
P34924,train
P34925,train
P34926,train
P34927,train
P34928,train
P34929,train
P34930,validation
P34931,train
P34932,validation
P34933,train
P34934,validation
P34935,train
P34936,train
P34937,validation
P34938,train
P34939,train
P34940,validation
P34941,test
P34942,train
P34943,test
P34944,validation
P34945,train
P34946,validation
P34947,train
P34948,train
P34949,train
P34950,train
P34951,train
P34952,train
P34953,train
P34954,validation
P34955,train
P34956,train
P34957,train
P34958,train
P34959,train
P34960,train
P34961,train
P34962,train
P34963,train
P34964,test
P34965,train
P34966,train
P34967,train
P34968,validation
P34969,train
P34970,test
P34971,train
P34972,test
P34973,train
P34974,train
P34975,test
P34976,train
P34977,train
P34978,validation
P34979,train
P34980,train
P34981,train
P34982,train
P34983,train
P34984,train
P34985,train
P34986,test
P34987,test
P34988,validation
P34989,test
P34990,test
P34991,train
P34992,train
P34993,validation
P34994,train
P34995,train
P34996,train
P34997,train
P34998,train
P34999,train
P35000,train
P35001,test
P35002,train
P35003,train
P35004,train
P35005,train
P35006,validation
P35007,train
P35008,validation
P35009,train
P35010,train
P35011,train
P35012,train
P35013,train
P35014,train
P35015,train
P35016,test
P35017,train
P35018,train
P35019,train
P35020,train
P35021,train
P35022,train
P35023,train
P35024,train
P35025,train
P35026,train
P35027,test
P35028,train
P35029,train
P35030,validation
P35031,validation
P35032,train
P35033,train
P35034,train
P35035,train
P35036,train
P35037,train
P35038,train
P35039,train
P35040,train
P35041,train
P35042,test
P35043,train
P35044,train
P35045,train
P35046,train
P35047,validation
P35048,train
P35049,train
P35050,validation
P35051,train
P35052,train
P35053,train
P35054,train
P35055,train
P35056,train
P35057,train
P35058,train
P35059,train
P35060,train
P35061,train
P35062,test
P35063,train
P35064,train
P35065,train
P35066,train
P35067,train
P35068,train
P35069,train
P35070,train
P35071,train
P35072,train
P35073,train
P35074,train
P35075,train
P35076,train
P35077,train
P35078,train
P35079,train
P35080,train
P35081,train
P35082,train
P35083,train
P35084,train
P35085,train
P35086,validation
P35087,train
P35088,train
P35089,validation
P35090,validation
P35091,train
P35092,train
P35093,validation
P35094,train
P35095,train
P35096,train
P35097,validation
P35098,train
P35099,train
P35100,train
P35101,train
P35102,train
P35103,train
P35104,train
P35105,train
P35106,train
P35107,train
P35108,train
P35109,train
P35110,train
P35111,validation
P35112,train
P35113,train
P35114,train
P35115,train
P35116,train
P35117,validation
P35118,train
P35119,train
P35120,train
P35121,train
P35122,train
P35123,train
P35124,test
P35125,train
P35126,train
P35127,train
P35128,train
P35129,train
P35130,train
P35131,train
P35132,train
P35133,train
P35134,train
P35135,train
P35136,train
P35137,validation
P35138,validation
P35139,train
P35140,train
P35141,train
P35142,train
P35143,train
P35144,train
P35145,train
P35146,train
P35147,train
P35148,train
P35149,train
P35150,validation
P35151,test
P35152,train
P35153,train
P35154,train
P35155,train
P35156,validation
P35157,train
P35158,train
P35159,train
P35160,train
P35161,train
P35162,train
P35163,train
P35164,train
P35165,train
P35166,train
P35167,train
P35168,train
P35169,train
P35170,test
P35171,train
P35172,validation
P35173,train
P35174,train
P35175,test
P35176,validation
P35177,train
P35178,train
P35179,train
P35180,validation
P35181,test
P35182,train
P35183,train
P35184,train
P35185,train
P35186,train
P35187,train
P35188,train
P35189,train
P35190,validation
P35191,train
P35192,train
P35193,train
P35194,train
P35195,train
P35196,train
P35197,train
P35198,train
P35199,train
P35200,train
P35201,train
P35202,test
P35203,train
P35204,train
P35205,train
P35206,train
P35207,train
P35208,test
P35209,test
P35210,train
P35211,train
P35212,train
P35213,train
P35214,train
P35215,train
P35216,train
P35217,train
P35218,train
P35219,train
P35220,train
P35221,train
P35222,train
P35223,train
P35224,train
P35225,train
P35226,validation
P35227,validation
P35228,train
P35229,validation
P35230,train
P35231,train
P35232,test
P35233,train
P35234,train
P35235,validation
P35236,train
P35237,train
P35238,validation
P35239,train
P35240,train
P35241,train
P35242,train
P35243,train
P35244,train
P35245,train
P35246,train
P35247,train
P35248,train
P35249,train
P35250,validation
P35251,train
P35252,test
P35253,train
P35254,train
P35255,train
P35256,train
P35257,train
P35258,train
P35259,test
P35260,train
P35261,train
P35262,train
P35263,train
P35264,train
P35265,train
P35266,test
P35267,train
P35268,train
P35269,test
P35270,train
P35271,train
P35272,train
P35273,test
P35274,train
P35275,train
P35276,test
P35277,train
P35278,train
P35279,train
P35280,train
P35281,validation
P35282,train
P35283,train
P35284,validation
P35285,validation
P35286,train
P35287,train
P35288,train
P35289,validation
P35290,validation
P35291,train
P35292,train
P35293,train
P35294,train
P35295,train
P35296,train
P35297,test
P35298,test
P35299,train
P35300,train
P35301,train
P35302,train
P35303,train
P35304,train
P35305,train
P35306,train
P35307,test
P35308,validation
P35309,train
P35310,train
P35311,train
P35312,train
P35313,train
P35314,train
P35315,train
P35316,train
P35317,train
P35318,validation
P35319,train
P35320,train
P35321,train
P35322,train
P35323,train
P35324,train
P35325,train
P35326,validation
P35327,train
P35328,train
P35329,validation
P35330,train
P35331,train
P35332,train
P35333,train
P35334,train
P35335,train
P35336,validation
P35337,train
P35338,train
P35339,train
P35340,train
P35341,train
P35342,train
P35343,train
P35344,train
P35345,train
P35346,train
P35347,test
P35348,test
P35349,validation
P35350,train
P35351,train
P35352,train
P35353,test
P35354,test
P35355,train
P35356,train
P35357,validation
P35358,test
P35359,train
P35360,train
P35361,train
P35362,train
P35363,train
P35364,train
P35365,test
P35366,train
P35367,train
P35368,train
P35369,test
P35370,train
P35371,validation
P35372,train
P35373,test
P35374,train
P35375,train
P35376,train
P35377,train
P35378,train
P35379,train
P35380,test
P35381,train
P35382,train
P35383,train
P35384,validation
P35385,train
P35386,train
P35387,train
P35388,train
P35389,train
P35390,test
P35391,validation
P35392,validation
P35393,train
P35394,train
P35395,validation
P35396,train
P35397,test
P35398,train
P35399,train
P35400,train
P35401,test
P35402,train
P35403,test
P35404,train
P35405,train
P35406,train
P35407,train
P35408,train
P35409,validation
P35410,train
P35411,train
P35412,train
P35413,train
P35414,train
P35415,test
P35416,validation
P35417,train
P35418,train
P35419,train
P35420,train
P35421,train
P35422,train
P35423,train
P35424,train
P35425,train
P35426,test
P35427,train
P35428,train
P35429,train
P35430,train
P35431,train
P35432,train
P35433,train
P35434,train
P35435,train
